ID_Pessoa,Idade,Renda,Tipo_de_Residência,Tempo_de_trabalho,ID_Emprestimo,Intenção_do_emprestimo,Grau_emprestimo,Quantidade_emprestimo,Taxa_juros,Estado_emprestimo,Renda_percentual,ID_historico,inadimplencia,tempo_historico_de_credito
5KbQYJL4-AeUR,22,64000,Hipotecada,6,rmNjtOvZ-ShFF,Médico,B,7000,10.38,0,0.11,fBCZybtZ-56nL,N,4
0SasnNdX-AX9N,27,58000,Aluguel,3,9KIDELZ1-4ka6,Investimento,B,13000,11.58,0,0.22,5KH8TqRY-IfCu,N,7
GjdBCOh5-GQfv,22,64000,Aluguel,0,fz9KmFTH-cA7D,Pessoal,D,8000,14.84,1,0.13,AGEagB7W-hpOU,N,2
Th33Lg6C-tXOw,23,45480,Hipotecada,7,Sau3m9Sk-eDPA,"Quitação de dividas",C,4400,13.16,1,0.1,ZM29K38Z-Nchm,N,3
elt9KJO4-qeqT,25,52000,Hipotecada,5,JwO7nfjn-aA2R,"Melhoramento do lar",A,12000,7.88,0,0.23,4PBT4SKw-c3fC,N,3
xAzAFyFG-pXya,26,80000,Hipotecada,2,QM6M9mpF-aYvG,"Melhoramento do lar",C,4200,14.27,0,0.05,ATKnZt1H-bfF3,N,4
34rkzWax-tDC8,23,120000,Hipotecada,5,FUwb1Z5Q-WAAv,Investimento,B,6000,9.99,0,0.05,Kj42bBuF-8XPv,N,3
tYDTXscR-kGUp,26,50000,Aluguel,7,h3fOAvY4-ipTC,Investimento,A,20500,7.49,1,0.41,DevAg5Tx-DOkb,N,3
YnwMkILg-TGfD,27,60000,Aluguel,11,etTfwFa5-4NTo,Educação,B,1800,11.46,0,0.03,LiW0oSJR-yYZ9,N,8
5eKn7Lq7-LBbY,46,50004,Hipotecada,5,hcHOuggg-I512,Pessoal,A,3000,8.59,0,0.06,ihvX4YRM-774Q,N,13
KcvazMdO-aClS,34,42000,Aluguel,3,LqfcbIgJ-tZq9,"Quitação de dividas",D,2400,13.8,1,0.06,uUA79SWi-nmPY,Y,10
E7FlfOxL-FJmk,32,150000,Hipotecada,4,DNnAy2Mm-fHmI,"Quitação de dividas",B,7800,11.86,0,0.05,k0uUgLKF-UOXr,N,9
ThYWtBYw-AC2f,23,47184,Aluguel,0,XEgye1Wa-pNL7,"Quitação de dividas",B,5000,10.25,0,0.11,3Ywwapl1-HmFK,N,2
tQWbaNQL-pgUj,55,125000,Hipotecada,9,pzKOnHJQ-vew9,Pessoal,B,8400,9.63,0,0.07,ca6DEPZC-ip7D,N,18
MF2OEnYL-bYMq,26,84996,Hipotecada,6,CUXFzqAS-9orS,Educação,C,1500,12.23,0,0.02,v49RtMTw-m6Ww,N,4
lW6fhKLF-Ia1j,25,48500,Outro,1,7Wd2pcM1-2AnX,Pessoal,E,19500,15.57,1,0.4,JBAMdwTp-9zJG,N,3
Fznbjia2-2nh6,24,33996,Aluguel,1,5EeTJlXg-JtZr,Educação,E,9000,16,1,0.26,bPABDDCP-OWM9,Y,2
2D1ZG7Ak-D1uz,29,49000,Aluguel,3,4uWStFCx-31YX,Pessoal,C,6000,13.99,1,0.12,CB9omsKB-jKbv,N,6
JSslhgbs-evZM,41,88000,Hipotecada,5,QvnLXMlp-d38A,"Melhoramento do lar",A,4000,7.14,0,0.05,coOllmLP-kPT7,N,17
gqOYm7DA-3O21,27,38000,Hipotecada,11,iwbc72W3-dRTd,"Quitação de dividas",B,5000,9.76,0,0.13,lg1ZP2Qe-YLni,N,5
6Qt02gO3-dYjG,23,139992,Aluguel,3,iTSfZvLB-dF4z,Investimento,E,16000,14.18,0,0.11,oBf6KD8c-ZFu6,Y,3
R1hK9MAh-n8BG,30,58000,Aluguel,3,pjgbaRyB-jX3g,Pessoal,C,20000,14.72,1,0.34,d91AMXyF-HbbA,N,5
Zhe4Qbvv-hcgh,27,44000,Própria,4,rH3qQ2b4-GLBp,Pessoal,C,2000,13.35,0,0.05,pHL0ijMX-pNt8,N,5
5MLIAZZl-EalD,23,27996,Própria,1,9lCNNB5i-sjKH,Educação,C,4200,14.72,0,0.15,KiZyxmyf-ZtDO,Y,4
GPeFxUSa-X7E0,31,67800,Aluguel,7,7My53RT5-XNg3,Educação,B,15000,11.89,0,0.22,BbllDBY2-cJjo,N,8
24twk3QQ-xukR,26,53307,Aluguel,5,Go5upZ5c-uWK3,Investimento,B,15000,10.39,0,0.28,yeWjDMFt-CZLL,N,4
RE7g31XJ-5vCI,25,52160,Hipotecada,5,wvRLaAsM-QMiu,"Melhoramento do lar",B,1750,11.89,0,0.03,aK3DcsvI-KCrb,N,2
PWGHQGNU-mIuL,31,24996,Aluguel,0,h7fGmr6u-9LtE,Pessoal,C,10750,12.53,1,0.43,tcY29y57-bw2X,Y,7
w1pW3mYx-5smS,25,55784,Aluguel,2,Ugit5cSh-FxWC,"Quitação de dividas",C,18500,13.61,1,0.33,PUtZ7hym-wfII,N,3
SyvdU4je-68hJ,23,67000,Aluguel,3,Nd5LU2qT-F1hM,Educação,A,25000,7.9,1,0.37,ZE1bD28F-Onjh,N,4
BmsqOi4E-bMwy,24,143123,Hipotecada,2,0dzW1hsF-KheM,Pessoal,D,4000,12.61,0,0.03,EOCBinAq-bmcv,N,4
xRoWTQ1W-YpYk,25,55000,Aluguel,0,E9MeKq6T-geoR,"Quitação de dividas",C,8575,14.65,0,0.16,zyp91hsE-OvuM,N,3
YMPqqZCC-Wzg7,24,30000,Aluguel,1,nzFotUYW-KDSJ,Médico,B,4300,9.63,0,0.14,x0GqFM5K-lcAF,N,4
gKKvpyfp-btIl,27,48000,Aluguel,8,dMoEc559-rk24,Médico,C,5250,15.27,0,0.11,dP4gu3yf-DkZA,Y,6
4hMep0Xl-ICN0,22,50000,Hipotecada,2,yt0FkktZ-ALfZ,Médico,B,22000,9.91,0,0.44,umAHl0fx-koHk,N,4
Jrlqwdv6-ilpg,37,80004,Aluguel,7,7QdwnKpX-mDqK,Médico,B,14500,11.26,0,0.18,5b0o7DCT-95iW,N,14
QnBeN6iZ-EC0B,21,33000,Aluguel,0,HWsAM53X-GO7C,Médico,B,3500,11.71,0,0.11,YRMDYS93-eEHR,N,4
XiTUL117-O2DO,31,65000,Hipotecada,15,K1D4sW1R-6ETC,Pessoal,D,3000,16.77,0,0.05,xAoLYWtP-k2FO,Y,7
lRvgqUcF-ew83,32,50000,Aluguel,3,aJ4TWPCI-Onom,"Melhoramento do lar",B,11100,10.59,0,0.22,JtAcxGXH-0vGG,N,10
SPxsytwj-lqH7,29,9600,Aluguel,1,jSKxT0zU-ep3c,"Quitação de dividas",B,2600,12.69,1,0.27,wZFUgNCM-iHyz,N,7
hoWMvCHG-sOmI,44,124800,Aluguel,1,zEHran3f-5Ejy,Pessoal,A,10875,7.14,0,0.09,PZhqofkJ-lK8f,N,14
4m8NgMkg-45K4,22,44500,Aluguel,1,xM7HlWzA-hij6,"Quitação de dividas",B,16750,10.75,1,0.38,fRpNIpXW-6aHE,N,4
rci3QnoU-vgp5,23,120000,Hipotecada,7,dGBORnlG-Om1S,Médico,B,20000,12.21,0,0.17,29XNpkYe-Qevf,N,3
BsB2lDoE-0c4G,36,140000,Própria,13,zO2MecAg-w4Di,Investimento,B,20800,11.48,0,0.15,kyzoiy6i-aBSC,N,11
IL3JYwk5-bbqu,33,62000,Hipotecada,3,1HesST8f-FBjG,"Melhoramento do lar",A,3700,6.39,0,0.06,xM6TiKHO-mRpw,N,6
XQWpNmB4-QOfd,21,20004,Própria,2,RKnMmfQB-4eSp,Educação,B,2500,9.63,0,0.12,cj3UDT8H-YlDd,N,3
XfAfEp9B-iNX2,28,34000,Hipotecada,2,mzIYKdjB-RhQD,Médico,B,8000,12.69,1,0.24,tMJZ4QMB-59uE,N,9
CtXtmmRI-SSQ1,28,60000,Aluguel,3,gvbggWnx-pX0y,"Quitação de dividas",A,19200,7.88,1,0.32,fYJ0YfX6-tQht,N,8
mLe3FbXd-E9Pp,35,37000,Aluguel,2,Cy6Mti78-jcF3,Investimento,B,2000,11.26,0,0.05,awufWFAE-96aY,N,8
t8Nu1OXw-o4QB,27,20400,Aluguel,3,lU3GPT32-n7nj,Pessoal,B,2000,12.53,0,0.1,EA98jOGz-KKdk,N,6
YAHaGtxF-gojm,23,108000,Hipotecada,7,2BhyiGok-s8Ok,"Melhoramento do lar",B,18000,11.26,1,0.17,PsZAIjlU-Fuks,N,2
S48Npwmz-B1Y3,27,34000,Própria,1,W4ZLHObM-5P22,Educação,B,16750,10.59,0,0.49,PJlJThbj-EDJl,N,6
aMz77IuK-bwtl,29,99000,Hipotecada,1,rnKTaLTh-BNAb,"Melhoramento do lar",B,6000,10.25,0,0.06,Bhgq07oP-YCfe,N,5
rxfS3K5P-2jLx,24,80004,Aluguel,3,53AHya7k-ZaMD,"Melhoramento do lar",A,10000,7.9,0,0.12,Ld5Xa0yd-jADR,N,4
KJjHQWzX-pJoC,22,41340,Aluguel,6,9vDNDOAi-hApa,Investimento,D,14000,17.49,1,0.34,i0uG21wJ-HDhG,N,3
rCexTwwR-n2lL,59,55000,Hipotecada,15,EeWSZcrl-rXXn,Pessoal,B,1000,10.59,0,0.02,G939GP7k-0WN8,N,29
YfpFnLtx-beHt,30,67275,Aluguel,4,3xEIxSn4-ZNTj,"Melhoramento do lar",A,6500,8.94,0,0.1,MyjSruF4-U4De,N,7
zzg6Q1PE-GfpP,25,190000,Hipotecada,6,f49egJet-L8AT,"Melhoramento do lar",A,24000,7.49,0,0.13,opuR9vIF-sBPi,N,3
iqZBxyJY-P2Xf,24,72000,Hipotecada,3,kzPFzI8T-Azez,Pessoal,C,20000,13.57,0,0.28,TxxbaROS-TZ9G,N,3
6U31dTEJ-pgP5,26,81360,Hipotecada,4,ShkdWhNf-9IXD,"Melhoramento do lar",A,6000,7.9,0,0.07,j4pFaBoO-U5Rg,N,4
xPH7L49Y-FsDv,23,175000,Hipotecada,8,CuZWUvFX-EJLe,Pessoal,B,21000,11.99,0,0.12,JCXiutGb-KAcr,N,3
jv07XlM9-uybO,22,56400,Hipotecada,6,Ob6OFCbu-XlDF,Educação,D,8400,14.91,1,0.15,nuYtlRHs-jmQG,N,2
zZ8lnHaG-rZAu,27,41004,Aluguel,11,rs1TN8me-Dtzu,Médico,B,7800,11.14,0,0.19,TSua8KDw-zvnY,N,7
bfC2o3Ju-yRXR,33,42000,Aluguel,12,4dd8J85k-7qkn,Investimento,D,14000,15.7,1,0.33,IkoPQcjI-NZhJ,Y,8
7foPv3fw-BIDJ,31,79800,Hipotecada,3,aS3rSiWL-pPfo,Pessoal,A,5000,6.91,0,0.06,CFliahe4-51zW,N,9
ToxgPZW6-lxEY,23,60000,Própria,4,bwrRiWgG-Qo1J,Investimento,C,10000,13.22,0,0.17,kOUYXnos-kbHd,N,4
44RB9SWC-nnOy,27,66000,Aluguel,3,q9Yi5CSx-jb51,"Quitação de dividas",B,20000,10.62,0,0.3,TsG4Hnxb-rlnH,N,9
LjZadpxg-OuWq,25,40000,Aluguel,0,fyiI8mxd-8pUO,"Quitação de dividas",B,5000,11.36,0,0.13,KNSKOXtR-iMuK,N,4
ZZw82osc-vQ4h,23,75000,Hipotecada,7,MW0pouiy-dpbh,Pessoal,A,8000,7.49,1,0.11,D9i3UPMR-3WkO,N,4
jvkkf5iE-BFWK,29,75000,Aluguel,0,q9ssGZn5-eHBJ,Pessoal,C,5400,14.79,0,0.07,fH7Zp2m8-fuTu,N,5
M6ufoMol-mM5E,21,18000,Aluguel,2,ErFSNnNK-yw9m,Pessoal,B,4500,10.38,1,0.25,OKWy9BPL-aRtF,N,3
7aWw86YI-i8Rf,26,24000,Aluguel,5,M24zq1vF-0RDD,"Quitação de dividas",A,6000,6.62,0,0.25,6YRP6jQL-6CTR,N,4
qhLQvqHC-TPTl,25,50000,Aluguel,9,sX0bxvrd-TQzd,Educação,C,20000,13.43,1,0.4,xpNI0UF9-2Whf,N,2
UamnZG2b-eNWC,24,40000,Hipotecada,2,LFg3b7rw-eb1F,Investimento,C,15250,13.98,0,0.38,T0CBDhWy-WI65,Y,2
lpj77rqO-0dKN,36,42000,Aluguel,2,cdGSy9F1-xgol,Investimento,A,7000,6.62,0,0.17,1UMTGnWh-ckz7,N,16
p9BYNhUZ-lUhD,25,44004,Aluguel,9,wzYPGS4N-zH6x,Médico,E,12000,16.45,0,0.27,RNNEEz3H-flrE,Y,4
o1LWBZOQ-Ku5F,30,77270,Hipotecada,9,jvYgPIm6-2yxX,"Melhoramento do lar",A,3000,7.74,0,0.04,B1pElUIG-qPTR,N,5
fdJZRTyP-zuAN,23,60000,Aluguel,7,8wIR4IyN-zmxI,Pessoal,B,25000,10.25,1,0.42,fUgDtyED-08an,N,4
vPBuEttg-GPWo,23,39000,Hipotecada,7,RtpQ77sI-2RWQ,Investimento,C,16000,14.26,1,0.41,6ksSX1nx-v3oe,N,3
eLMMKfsI-4CPF,35,106369,Hipotecada,2,Dj7b1WHm-66F6,Médico,A,8325,6.99,0,0.08,aLqMQ7pB-X77R,N,10
LwhI13sB-uaLS,23,39000,Aluguel,1,Hv5AZqxE-CLGE,Educação,B,12000,10.99,1,0.31,c1KQBvc5-lAuv,N,4
OO6JCDKX-lQsR,40,66000,Própria,25,Iwr9vPco-RuFY,Pessoal,C,6125,14.65,0,0.09,yFzTypp9-laih,N,13
nZWzoXlg-QS1x,33,40000,Aluguel,6,ZDkU6ES1-9zR1,Investimento,A,3000,5.42,0,0.07,9LhhvUip-5gdl,N,10
5onb9ps4-OXBE,26,46000,Hipotecada,3,PNa2Qi34-fHk8,"Melhoramento do lar",B,11000,12.69,0,0.24,pJZrdC4o-H23d,N,2
ylEYAm48-qOa8,23,160000,Hipotecada,5,nlb1jmCN-QerG,Pessoal,A,35000,7.66,0,0.22,mnHp3JAy-CQRo,N,2
M49Gj14W-k7Jn,22,70000,Hipotecada,6,tZXJRWSt-EnCw,Educação,D,16000,16.32,0,0.23,qRUgUHQk-jyQk,Y,2
alzpP9cQ-dIci,27,84000,Hipotecada,2,MU0QniPm-ITRw,Pessoal,B,7000,12.69,0,0.08,WlpQebxp-DKPq,N,10
gEnLSrQT-fUfN,22,59000,Aluguel,6,qMCLjTfb-k7Nj,Pessoal,B,12000,10.37,0,0.2,bA08zZGq-U2CW,N,3
Ikx05jwR-SOu0,25,30000,Aluguel,0,OUAP8Tfz-TzvI,Investimento,D,14500,14.42,1,0.48,IAC1HhiL-rtBG,N,4
Zydhfhl6-BCIY,33,135000,Própria,0,xUXASiRF-5ThP,Investimento,B,17500,11.83,0,0.13,nN9gLZi9-t0OD,N,5
QQOw6u65-2nOI,23,80000,Hipotecada,7,W1vc3dlE-bMPN,Investimento,B,22000,10.65,0,0.28,05sbscOL-q3wt,N,2
8XUUq7ht-R4SN,23,57000,Aluguel,4,0Pql1Qn1-1csB,"Quitação de dividas",A,12000,8.94,0,0.21,1dKRQluJ-57S8,N,2
JXfxqZPr-E8rM,24,90000,Aluguel,8,Nx9GkCwX-yyRt,"Melhoramento do lar",B,10000,11.89,0,0.11,aM94H0iq-Tg22,N,4
pJQqI1L5-ZGx1,25,53000,Aluguel,3,9PfjYEqv-s644,Médico,D,7500,12.92,1,0.14,eirdkiTK-gGat,N,4
QZs1bwNY-ZF72,26,36194,Hipotecada,10,EL9gyTFm-9wDk,Pessoal,B,9250,10.08,0,0.26,dZBtaaSS-foA2,N,3
tEnz95pF-BHkS,30,114132,Hipotecada,1,5sg5ceyN-enil,"Quitação de dividas",D,14400,14.54,1,0.13,ibuIifNN-X7GM,N,10
UD4iIQfB-qlfr,29,125800,Aluguel,11,8BirGgYO-I30Q,Médico,D,9000,16.77,1,0.06,h2KUQ0pc-BACO,N,8
oQqu6D3v-87fi,24,52500,Aluguel,1,uFzBQsuO-rBOj,Educação,C,9500,14.79,0,0.18,ECbuGA47-qwG1,Y,3
DvH5sumk-Cxqx,30,91000,Hipotecada,14,tBmSmOUn-sAL4,Investimento,B,13600,12.42,0,0.15,tpPpkwBH-q333,N,7
aTwwLHwg-Sr45,23,37000,Aluguel,2,Ft9rRUoF-fRD3,Pessoal,B,2000,11.14,0,0.05,GLv6EBLd-TgRZ,N,4
ahO82B3b-Ir2B,26,76800,Hipotecada,2,ptcoidFi-rQA1,Pessoal,A,12800,6.92,0,0.17,PBGn74q8-Pq5q,N,4
yrraoMZj-e3Ef,36,32004,Aluguel,3,Qu5Ohzpy-8MpH,Médico,B,5000,10.62,0,0.16,pZDMvNKo-i2ek,N,13
Et8iFKAJ-CDRx,30,138000,Hipotecada,3,WgwZrPq5-GlLm,Educação,E,23975,17.93,1,0.17,gWSoBmqh-Y9aF,Y,6
N9OjRBgi-r1j4,34,54000,Hipotecada,18,24kydDZb-0eBh,"Melhoramento do lar",A,4000,6.39,0,0.07,MP9v3B78-NySW,N,5
FRL5cYCx-44ft,28,140000,Hipotecada,4,A6pq8XbY-8uRO,"Melhoramento do lar",C,18000,14.65,0,0.13,1RwltXo1-ERsu,Y,7
iHdi2hYW-z0gK,24,141000,Hipotecada,2,SsAS6kPC-5ksc,Educação,B,12000,12.53,0,0.09,q7PEC1PP-nxWY,N,4
T3O1IOUK-Abjo,27,91800,Hipotecada,5,f7g0k06d-N7zK,Médico,D,25000,15.95,1,0.23,revzlTeE-AAiW,N,9
FZuLihDQ-v9wo,31,36000,Aluguel,7,ykNIyyGo-Is68,Educação,B,4500,9.99,0,0.13,bBxFhSUt-4q6H,N,10
nGzc8wlN-4yxW,22,35000,Própria,1,XPmZUet5-LGoq,Educação,B,8000,12.69,0,0.23,MjqhulL7-Mn60,N,4
CzJhRED6-8Q5x,22,48000,Aluguel,1,Fo0cTqOT-MH8L,"Quitação de dividas",B,4100,11.99,0,0.09,N0XgKTzE-vcAg,N,3
GSueNky1-JiCA,26,104550,Hipotecada,5,tEd1KpZu-2E1a,Médico,D,24000,15.21,1,0.2,9N5TFxbS-cytZ,Y,4
tLvFh3lz-uk34,23,168600,Aluguel,3,w2T1XNmL-C2m6,Médico,B,20000,11.58,0,0.12,G2lZ0eeD-XUR0,N,4
GgN4SRvU-3ZJ8,36,48000,Hipotecada,6,4ojbk8Co-SG3G,Investimento,A,1500,8.9,0,0.03,JwGRwWog-TikO,N,16
ygjt3fgp-ijrO,35,94500,Hipotecada,0,oE4Y3YEE-FadC,Médico,A,12000,6.62,0,0.13,mwWwlck2-oqc2,N,7
GJuLQdyz-C5DP,32,47000,Aluguel,2,zaoTcOCq-afff,Educação,A,8000,8.59,0,0.17,oKDqmrrB-PJSz,N,9
GloSlAMT-C81x,37,94000,Aluguel,0,NdSTX5nO-3JxU,"Melhoramento do lar",C,25000,13.11,1,0.27,DvZ6Loe5-5cou,N,16
lIKYs9Qc-Ijjw,22,90000,Aluguel,6,hbudc6RM-36jh,Pessoal,B,12000,12.42,0,0.13,ATvg1orB-sUhw,N,4
fKeRXsSl-fTDW,27,52680,Própria,11,DanyHi0u-e9Lc,Pessoal,D,8000,14.54,0,0.15,wtiOZl1s-4UPm,N,10
aOCtrfkA-knxR,30,55000,Hipotecada,0,Fp1ZQutF-kG3X,Pessoal,C,6000,12.99,0,0.11,cTqRSQw9-uAyo,Y,6
Tm7B81ww-G1vd,33,35000,Hipotecada,3,n5s2Fr1W-t9Li,"Melhoramento do lar",B,10000,10.99,0,0.29,XWEWQFKE-k5Pp,N,5
pj3J2cR5-bL6d,39,45000,Hipotecada,3,tm3fwisr-79ma,Pessoal,C,12000,14.72,0,0.27,lFNxGw0T-xZQ1,N,13
kg2e2fM2-SBHq,32,95000,Hipotecada,2,laBpjd4Y-3P05,Pessoal,A,5000,7.51,0,0.05,UpXeaTlJ-5FxW,N,10
OSEIqq7y-H08N,25,32000,Aluguel,7,cINmRq89-ipeS,"Quitação de dividas",A,11000,7.66,1,0.34,AMFicg0f-dLtK,N,3
xMgRIE96-j8Tf,23,29000,Aluguel,2,LpoWSnTM-tic3,Educação,B,9000,11.71,1,0.31,OJrme6G4-9Jwn,N,2
1RWvTfST-gQmz,24,33000,Hipotecada,3,KB2knWq1-SBRc,Pessoal,E,1250,19.29,0,0.04,14Nx5fl7-xQMu,N,4
nZv9eb9C-hdAH,26,60000,Aluguel,0,GB16SgNY-nS7U,Investimento,C,14650,12.61,0,0.24,L8rBJy1r-FcCk,Y,3
8KenBpZa-hprt,24,25344,Hipotecada,5,qavaKuv7-Z9Bo,Médico,D,4000,16.49,1,0.16,eMqxLz13-25MY,N,3
kfKxtFSZ-cg3J,28,12000,Aluguel,0,9Fu8EBds-6erp,Pessoal,C,2400,12.68,1,0.2,hl2AmttP-Knn9,Y,8
91CheNBg-qLBb,26,28000,Aluguel,6,JcYUy7qe-L0zH,Educação,B,5100,11.89,0,0.18,osztXUCU-D18B,N,4
0ZfwXupH-j1Ug,22,78000,Hipotecada,6,mZecXLd5-imhv,Educação,A,7750,7.51,0,0.1,forqexnn-eP8N,N,4
WI36Q5a0-naoi,35,24960,Aluguel,6,WD6wQYjj-BEEP,Investimento,A,1400,8.49,0,0.06,RmTrYbsM-uwQj,N,7
prod7mO1-lkM4,24,96000,Hipotecada,6,UolqmLmy-IWem,Investimento,A,12000,5.42,0,0.13,BZ6WwYP5-EsLA,N,4
IhdLNp1F-SMQB,25,12816,Própria,0,4oECPllw-u3jb,"Quitação de dividas",C,3000,12.87,1,0.23,dSfmXx2n-19du,Y,4
R9kxvk3D-tuYA,23,88000,Hipotecada,4,2qJrkBjT-aURI,"Melhoramento do lar",C,8400,14.65,1,0.1,shx8LKYd-g2p7,N,4
sLLx14K6-oWpZ,24,60000,Aluguel,2,gubvCb1m-w455,Médico,C,5000,13.99,0,0.08,ozGUTJQc-kbX6,Y,2
bivqJHod-OvqO,22,66000,Própria,6,1A4yv1Bg-ZdIx,"Quitação de dividas",D,7500,17.58,0,0.11,BOib0PlX-tYer,Y,4
aMKOP5eo-bb6E,23,48500,Aluguel,1,iwhZredP-cRRb,Médico,A,6000,9.32,0,0.12,6XiSdm38-OiiC,N,3
E0M1PkqQ-mevG,23,24000,Aluguel,4,Lk5ObnPG-Icfb,"Quitação de dividas",A,5000,6.62,0,0.21,fv5ocZcM-TfFt,N,2
4eLg7vSI-GfEX,25,96050,Aluguel,9,spS3hxb1-fHtP,Médico,D,6500,14.61,1,0.06,TLlTS2Ru-WsY8,N,2
hJBvFCLQ-dMCs,31,17676,Própria,1,eiZsLdHs-hiJe,Educação,D,2500,14.74,0,0.14,cRqkJZ40-FLv6,N,10
9qfqC5TL-2dgc,21,25000,Própria,0,FDX1UxDA-nUTO,Educação,B,8800,9.33,0,0.35,gQYYJUHv-0HJO,N,3
A9vKpDcP-jMv7,25,39896,Hipotecada,0,seTQS5Bu-QaKW,Médico,A,9250,9.63,1,0.23,FRZJKfjh-T9kF,N,3
AeHS9pdM-9ctm,28,75000,Aluguel,5,mRgMwukD-kMkX,Pessoal,A,11000,7.51,0,0.15,IuPtHWRi-gEOd,N,9
K7H8z0cD-3lxM,22,60000,Aluguel,0,DRiadzXz-NOpm,"Quitação de dividas",A,13000,8.94,0,0.22,gOUw8onU-LKY2,N,2
TSYW6kvL-N8EA,28,51043,Hipotecada,12,8PJ2iEAZ-TCIx,Pessoal,C,2100,12.29,1,0.04,3y7GuBy9-HiJX,N,8
vifuDBW1-Tb31,29,42000,Hipotecada,9,Jq0ZXwxo-QDvK,"Melhoramento do lar",A,2500,7.74,0,0.06,EZ1JC4hU-0RUT,N,7
XI48FSaO-YCBa,34,62000,Aluguel,5,nJTrM35y-FM4C,Investimento,B,12000,10.99,0,0.19,IETj9Ud7-CEhN,N,6
4NFqLk6D-FqJH,26,93000,Hipotecada,0,K7vawKC5-orFv,"Quitação de dividas",A,8000,6.99,0,0.09,ycZa2cbK-GwK1,N,2
48igauHC-YZ3L,21,57000,Aluguel,5,8F7KYwI2-wE2v,"Quitação de dividas",A,12000,7.29,0,0.21,gs3HlZPA-pF7E,N,4
7bUD9x5L-lcew,22,74000,Hipotecada,1,ya0Nulw4-cGQY,Investimento,E,25000,14.38,1,0.34,aKalAgiO-CekI,Y,3
aLt8AgyX-70eM,23,88000,Hipotecada,2,D4jcFIHr-hCeE,Médico,C,6625,11.22,0,0.08,RsFuOX9v-tWDN,Y,3
DxnH856C-mr4Y,24,116300,Aluguel,6,8WcWJTME-8oOS,"Melhoramento do lar",D,5000,14.96,0,0.04,5opMSOuB-4Czm,Y,4
DyHhDHLD-49kj,30,98000,Hipotecada,6,OW4wKBDJ-RvOr,"Melhoramento do lar",B,35000,10.59,1,0.36,MFLuTUBA-Eure,N,8
moIE6bEU-J7E0,25,32004,Hipotecada,3,22RcLhYu-BHln,Pessoal,A,22750,6.17,0,0.71,BPgXrMSk-bQmF,N,4
WYghgX6x-WjH8,21,47760,Hipotecada,2,UgUIRP0e-Aglc,Pessoal,A,15000,6.03,0,0.31,2oUPxKD1-sWEt,N,2
Fxi7akTL-IFIh,24,26000,Aluguel,2,CrKMH5XW-s5aU,"Melhoramento do lar",D,6200,14.11,1,0.24,MyHrnIIz-Qlwv,N,4
O6ZUTZMX-ftZc,25,30000,Aluguel,5,F8vWJpne-iEE8,Pessoal,C,8000,12.87,0,0.27,unCibps3-q6tW,N,4
pBrKSaJT-ikic,22,65000,Aluguel,3,tdle7nPO-3btc,Médico,C,9600,11.97,0,0.15,qscXznZl-4tgc,N,2
3hvxwLyH-ReD6,25,175000,Hipotecada,10,R0JPRTel-ZGh3,"Melhoramento do lar",A,8000,7.9,0,0.05,CPYOGGxW-JjrA,N,2
NS3ORRAI-qLXI,26,37500,Hipotecada,4,ngU3p1a0-mJne,"Quitação de dividas",A,7000,6.54,0,0.19,LhaiQWtr-RTOX,N,4
u0ekatKm-srb6,27,75000,Própria,0,zhzNbcMB-AHxb,"Melhoramento do lar",A,7500,8.38,0,0.1,9fXbThHK-pYLs,N,6
ZAeLzi18-xQNH,25,41496,Aluguel,7,nZPWDKiH-wBv7,Educação,B,5000,10.83,1,0.12,uevewy58-1Og1,N,3
mNpJPFuQ-d4BP,29,42000,Aluguel,2,NNwhnC8l-TJYf,"Melhoramento do lar",D,10000,15.21,1,0.24,EFt11qCu-tkdf,Y,7
uaLBYrRd-PkZp,29,117000,Hipotecada,14,S7nddLOT-EvBB,Investimento,A,7800,8.9,0,0.07,RgjuGwPw-wWGI,N,8
JFmRyXJa-xFa6,24,30000,Aluguel,3,IOGwMS95-4LYO,Educação,B,6000,11.71,0,0.2,SBkgk9HZ-Qcca,N,4
FMokidoZ-4nn4,20,42000,Aluguel,4,CsfjoqRU-0YMY,Investimento,B,6500,11.71,0,0.15,pb5K7oLf-u4b1,N,2
UE85eReB-EsvS,22,29000,Aluguel,4,g5OihOMF-8wxo,"Quitação de dividas",E,6400,15.95,1,0.22,t1rv2RAd-26kE,Y,4
OpnY9XnK-B5nd,27,60000,Aluguel,3,tLkZPh9v-ssSr,Investimento,A,2400,7.49,0,0.04,F5mF16BT-gJJ8,N,6
UbDC3FrI-1z5C,30,36000,Hipotecada,4,ASDhsoUx-eLhY,Pessoal,C,11500,13.57,0,0.32,GRoRnxqj-chgy,N,8
33PIgr9k-3RZ7,26,33000,Hipotecada,0,ZSR8EGKu-kCfw,"Melhoramento do lar",C,9000,13.72,1,0.27,4Bl4d1Dl-OOBe,N,2
KQ9kzSuK-YLw4,24,63508,Hipotecada,8,9rejD3ql-uWnK,"Melhoramento do lar",B,2500,11.14,1,0.04,8smd6oca-c4CI,N,4
nJUqLwfr-yxhY,22,60000,Hipotecada,5,FQhMCqwF-8RXp,Investimento,A,5600,7.49,0,0.09,9WTusNQd-i53o,N,4
Lxl3ikAq-XCgT,28,66887,Hipotecada,2,Hkp4LGc5-2g47,Investimento,B,25000,10.36,0,0.37,pLCvMnDr-PCOJ,N,8
